3386,5380,2630,5260,482,2412,4132,5277,4648,1376,344,1016,6755,1727,1506,5564,3199,4926,1916,5411,5338,9882,8956,2490,3676,6815,3214,2247,4674,1686,4390,7301,4357,8201,5634,4714,7127,385,7599,9912,481,8268,7160,8374,3874,8016,6766,9099,4848,3254,7267,615,9276,807,294,5267,2480,6352,4891,6204,4851,6463,7334,5319,418,5094,8868,1948,4365,9257,7701,3975,9926,8725,8574,2082,3988,8316,6880,3340,7974,4248,5483,630,296,3397,1742,9821,8854,8553,2207,2351,7445,5405,1385,5722,3208,4679,7397,2748
2118,6862,5278,1535,212,9504,48,7770,8791,5232,8637,8096,6889,1955,2325,5700,3089,1568,1614,4108,7087,677,5811,9406,3737,6540,43,9018,2608,3441,19,8861,3030,9096,180,7801,6976,370,446,6360,7506,8848,5082,7786,7347,3598,6713,1398,1168,864
7359,2039,1598,5123,1291,7604,6782,6677,5177,9323,6317,8220,4006,506,8826,2310,3456,4786,2023,3626,1656,2728,9368,8920,5303,832,7308,7256,9849,4359,5080,1222,5239,514,7044,6188,8409,1046,5171,6879,6634,1908,8366,5545,6309,899,2542,3570,4258,5440
7301,1959,626,6761,690,1356,1714,2845,5136,1124,6328,623,5288,1920,7655,9081,9443,7763,4058,2798,9380,1916,4742,8464,7478,6289,8268,9528,7732,256,2030,5152,7860,8135,5967,394,7986,3002,9192,5972,2194,6809,1981,3397,1512,3363,1234,6458,418,7226
4438,1834,6512,2379,8875,9410,1047,4237,5402,9932,4402,5780,132,9756,4480,4638,1404,7239,6920,5158,5904,3216,3289,8773,5174,2172,5983,178,2134,7718,6440,3000,140,7972,749,6044,9956,9390,5600,844,7962,6432,8254,9552,24,6236,1317,4663,7767,9591
8678,6739,2423,4434,7259,2240,8932,9147,7265,2622,9661,9180,826,8639,4276,4986,325,2559,7219,9704,7762,5998,4205,8190,2600,1269,7599,9641,3615,8704,6428,1134,1618,340,903,8854,2488,5632,9040,6461,9924,158,8821,224,8417,9814,5103,9433,7741,8958
7207,2384,8731,9216,8297,958,8814,4908,4846,6218,4874,8680,2220,5841,770,8062,4600,2833,4540,3352,6604,3768,8719,5482,1137,7375,2958,3470,846,5124,1117,1241,8712,8641,5404,5821,3119,948,5771,1045,7279,1290,784,5828,5538,778,160,2818,5188,7674
5250,2748,2803,3935,2765,6320,4062,2928,3027,434,3868,4689,7584,8772,1423,8853,2018,2815,4652,9534,9948,1088,2681,4460,488,8898,4820,7898,8708,2801,9483,1138,9585,4153,2465,6118,7750,7168,4165,6498,9450,3173,788,2369,1274,4694,4005,9344,2302,8219
8759,1454,5898,2571,6832,1014,5126,4182,5876,70,9774,440,8480,8780,6213,9141,896,5826,7283,8428,3095,5740,1233,1357,5912,3594,974,262,8865,3392,5659,9408,497,7638,5845,9567,9396,1282,346,7160,3308,7994,3742,9294,9220,6582,5068,7606,1127,5129
1870,5548,8532,9279,4878,2466,4447,8892,2404,1259,3724,7215,109,8863,4028,3944,801,1016,576,3740,2426,760,4124,1263,8849,8847,6861,1260,3824,3273,6706,5024,9491,7678,6050,3907,9118,8320,2680,6279,4955,8223,6504,6474,1376,8693,7006,3719,1352,3268
9348,4530,2010,7136,8866,9340,7628,5194,3975,268,6368,9386,7386,4170,6980,6534,7833,4103,5868,7292,9686,7760,7884,4767,4253,9472,8110,720,1522,5723,8443,1784,8093,7192,9878,6315,1360,6808,3931,1325,1968,7639,7596,3870,7293,3432,9256,2376,2368,7886
