5229,5681,7068,6093,7566,3788,4987,4813,7341,794,6982,3065,9601,1153,6306,3132,9616,3704,8008,1456,6218,5726,440,4911,3422,9569,8246,2213,5663,1232,3888,1273,3093,1885,6433,5024,378,4498,7093,8428,545,1610,1895,2454,320,8306,5835,9297,9198,5876,1330,8901,7154,1058,8877,3918,7903,3090,1893,2980,5562,57,6108,9382,5307,90,188,3928,6294,1535,7613,6285,7053,8452,1539,5765,7896,6248,1624,1305,1106,6532,271,1368,8826,5655,8059,735,7964,3528,9240,1256,7137,8370,3870,4098,3929,9186,1334,3935
6942,7235,319,1160,7412,603,2277,7845,6661,439,7125,3528,300,4287,6493,7307,2034,9556,2926,6042,4117,5559,586,1809,6234,57,444,3764,6787,9876,2643,2735,8847,5138,3134,631,2324,8668,4940,4795,2468,9578,8923,8406,8427,1720,3949,3300,6534,1227
1852,9715,903,2502,1888,4379,3102,1804,2930,9564,968,199,4158,6269,3326,9028,697,6129,2460,1812,172,7226,588,6784,2475,4634,9256,6364,2379,9134,9100,5370,8769,5384,2838,9547,5880,5039,9628,4402,560,4153,3108,4362,5668,9302,2833,3104,8370,4560
266,7299,2022,7142,2150,7189,3150,5628,2454,6182,1064,2588,6026,5730,4896,5723,8859,8986,7605,5757,4899,1721,770,1740,6906,9089,1895,1008,6268,6434,736,8435,2922,2338,4364,2841,1075,5656,9002,5618,9568,2489,6636,6804,2292,9585,627,808,5163,7134
1805,6816,8889,3828,7833,5013,6327,2764,4295,9428,6311,8709,2209,278,6512,8560,6267,8886,3730,5422,1282,6102,9380,8377,8268,749,884,4694,6416,9454,6496,3984,7160,1600,5598,6839,1854,635,5518,7808,7606,9650,2484,412,2412,9276,5188,6695,2023,4727
3644,5195,4820,7383,6044,3601,8895,8213,4523,2746,8382,5542,2536,7029,8190,2426,2595,7478,8120,3062,8918,4646,1470,4512,9820,7498,3724,2803,3407,2972,9634,7283,9966,5315,2220,2052,2490,6618,5738,9075,3746,8912,9378,9419,943,7814,222,3479,8197,6289
4185,4850,5874,9501,3371,6713,8604,5548,4804,5280,1512,256,2385,9805,7891,8884,8670,1260,3672,3314,7726,5758,8451,3870,5278,1859,1365,2661,6810,6221,7518,6202,9104,4836,134,4205,7347,6843,9870,8928,6428,6858,5521,2250,9340,7200,9924,8799,7528,5194
7768,4058,2148,8821,3494,8152,1311,1219,3382,7879,4042,7294,4688,6213,4382,6670,2978,8883,8337,6088,8790,9979,2648,6169,268,7311,8701,8027,6347,5338,6778,5065,1518,7207,6254,3794,2427,5774,5174,7250,9661,8470,8558,1948,8171,8389,3742,8279,4638,1030
8228,5904,4827,80,6448,5390,9433,1080,7671,1185,7852,1772,3164,6879,6315,5132,7386,2423,1088,1920,5216,6474,778,1035,3072,370,1357,7722,2383,622,8218,5126,9119,6118,1433,9450,1378,8620,8748,232,2817,2728,6466,3447,3290,8116,1688,7926,5462,3470
3756,8708,9448,8149,9164,7430,9220,1138,1213,4909,8178,7058,8283,390,6418,264,4458,8712,4200,1341,7006,1674,3456,626,4834,2118,9940,1423,1033,8518,3570,8866,5898,9641,1814,6387,1120,5837,974,670,7721,7033,1930,7264,7256,1328,2795,8284,3014,482
1201,1291,2761,7909,1364,7215,485,843,6746,2636,9384,2924,3719,7270,6498,8297,2376,8114,8196,5372,3218,4292,5842,4665,3360,5316,5638,1032,8721,9147,3682,8761,8719,9598,2,8012,8118,5057,5538,7919,8408,4692,2092,6927,4276,4540,246,7009,576,4968
7851,2231,3662,7773,8459,2406,6967,2488,3579,2622,7530,6694,9948,7741,4786,2098,9036,7840,6066,8691,5780,682,7767,1404,8920,966,9472,6979,3810,4438,9588,2030,7243,8904,8853,8926,704,4654,561,1683,2780,607,2334,5736,3123,8488,5002,501,3392,1374
9396,3676,6606,8316,9221,1598,1356,1702,180,8867,6743,2980,1514,8093,1380,3825,1448,8786,9727,7308,2600,8714,5247,3512,8265,148,6905,6130,3136,1940,282,1015,5068,1612,5332,6440,2765,4742,8443,346,9528,7732,8772,9533,712,7219,9627,8392,8110,503
1116,6844,7255,5972,1361,846,7984,3935,9455,6197,1135,2682,8300,1142,8645,8849,7354,8639,6885,892,7182,7541,9279,6246,8854,558,3948,5103,3988,3210,287,7704,7233,9008,4028,1276,0,5868,7972,5348,4031,1623,4258,6582,8532,8428,7452,8520,788,3184
509,1053,6883,4873,5793,5912,7239,8480,8200,8254,7036,9130,2070,4386,2652,24,3088,8816,3594,9774,8688,8447,4955,7638,7599,3762,4459,2410,9386,1784,6832,7374,8220,2044,8097,517,4332,9158,3980,6326,8698,1134,4373,8072,9552,3095,7042,7884,1269,6918
9687,6546,9372,4761,1410,2320,8810,6651,8693,4329,4860,7192,4636,9760,7238,9290,418,8548,3383,578,7146,6658,5158,5298,8617,5430,6722,9216,5042,8689,7922,3273,8848,8731,2928,8730,4710,5718,5684,7584,9390,5562,7962,6362,4226,718,7954,9788,4801,9344
8666,7886,744,5554,5611,6230,784,364,9040,3814,7788,9591,4355,8062,720,7400,5513,6706,60,8384,4122,2542,4253,8347,2707,7005,6922,4986,995,9814,1259,500,7898,1634,8449,1968,8202,1278,644,2000,4785,6983,8669,3010,212,6820,250,3374,3998,5127
5148,4204,8898,1714,6749,6399,1352,1522,4139,1244,7080,9309,7736,7801,404,3768,2690,4110,5828,6781,9392,7678,7920,5659,1535,7719,3462,4600,6798,8173,889,8744,3520,8219,9436,340,7259,9439,563,5740,2781,4050,7720,4676,3354,7432,9141,4625,8690,224
9740,8641,1346,2258,6826,6962,1055,6664,958,3617,5346,8278,1549,9605,6755,4714,1023,6430,3721,4447,850,7350,7159,3772,866,3765,7695,8468,8226,1281,8857,7228,2698,5683,5821,942,3432,3522,3305,3034,514,9904,888,4762,1014,1662,2080,2368,1001,5536
3306,6952,4842,4007,7136,7337,2730,7030,5632,2395,3982,4696,1079,1983,8615,8491,1614,9758,7184,4248,2888,6170,6859,5896,2014,1170,7026,2369,9504,1137,8507,8704,9114,4234,8104,6817,2202,1316,2835,5790,1375,8812,9307,8680,4156,5408,7074,5798,4046,2302
1925,7118,2784,4514,3425,3284,4066,6092,3090,5950,4693,7375,3532,2934,9640,623,4315,6520,6036,8199,4754,1870,6920,8005,2356,5860,9098,7225,9346,4488,2286,7157,3118,3786,2184,6100,8586,6769,1222,854,1333,9363,864,7639,7793,6970,7994,470,1401,4334
