2717,6690,8123,2956,872,4132,8971,1269,9873,3001,5889,2371,8983,7757,9212,4726,7584,7504,8190,9315,7725,2738,7186,3682,1156,6214,741,4084,6527,9419,2774,4068,4563,9520,9284,3733,281,1164,1974,2439,7985,6655,9233,4630,5113,2309,7641,7514,9431,5840,1722,5317,193,2064,8300,774,4951,4864,3991,4924,9818,5220,4883,2361,3981,5871,5834,7178,6122,9092,5128,1813,9540,858,1105,9141,1322,6918,8639,8258,5888,1950,9252,6626,5602,2294,6986,2299,5035,2055,1368,3049,6852,7803,1583,5117,94,826,7781,2085
5736,1037,3096,2393,3121,1759,8519,3938,4564,6555,1117,4371,4679,8232,7281,1407,9686,3804,3036,5830,7435,8681,250,6152,5189,8736,9957,8047,2524,2768,7209,4286,9150,85,2813,5138,2244,9389,6779,6527,1559,2279,5843,5212,5500,2618,6005,8256,1091,8832
4009,2270,2178,7408,4061,2663,2097,3041,9915,345,5437,3542,4325,4057,4861,2356,5087,6948,9802,8710,9573,9249,5734,782,2654,8864,7964,3252,1957,2406,1744,1092,3099,3131,3636,7510,6591,9788,7410,7519,4282,3891,3011,7330,1426,2115,419,3749,6782,608
3029,9898,3042,8184,8741,5098,3268,847,3557,9798,9137,8843,8702,810,7437,5299,7594,8131,2427,2443,2466,3366,8793,9345,8810,9834,201,2486,8048,1852,2833,129,3114,2968,9224,2070,1963,6386,878,2408,203,4053,5375,3903,563,2435,5963,1848,3995,3355
290,6284,1147,6050,5244,5275,3473,1169,336,1652,5888,7477,9093,8759,2996,3860,2329,142,7753,6904,3733,4877,6520,1647,5467,5827,5441,9706,8160,2073,8618,951,7751,3580,5660,9981,4606,5499,9787,2807,733,8057,9846,3173,3404,2657,7028,4450,9697,7205
2984,360,8119,8527,111,3315,3725,4358,843,1495,7417,815,3370,3696,566,6047,8477,9398,2483,7633,4773,9540,1211,3456,9190,5095,1125,5873,3396,8066,9539,6559,9363,3518,9140,9692,1195,2275,4647,66,3750,7407,918,7968,400,9840,5593,6017,4611,7611
7759,3248,8168,5534,7228,1098,6392,9183,6733,1596,738,3968,6939,4125,5242,5270,3461,7533,4806,4279,5462,8235,5106,2624,465,2417,9836,4960,8251,8446,9044,965,631,4189,6981,7546,9826,8208,3353,168,7058,5001,6715,3931,1600,6138,8051,2561,2130,1051
8029,6512,6484,3241,1980,2971,7386,5458,3540,6271,2820,4593,2637,1695,6552,7662,3214,227,2332,6860,6308,5385,1843,4115,308,2139,6691,4536,7182,6282,2137,3477,6895,8995,32,9226,2956,4354,5479,4093,1104,5602,4304,717,3061,6085,2199,4126,3922,1915
5919,3847,5122,9143,925,3035,9460,6496,8312,6425,2439,9560,6297,6151,7716,9715,8966,5768,950,747,6466,5100,7983,8655,4880,8595,2970,2717,9475,2559,7352,6634,20,922,1908,628,3639,3262,84,9205,540,9997,2117,5447,5491,3049,6572,2623,2429,7227
47,9530,1510,6814,2837,5851,820,6965,8015,8137,5229,9598,4621,1187,2710,5924,3784,464,3934,5145,3829,8224,9754,4636,4884,9609,8342,2415,6934,3571,3676,7827,5332,804,6235,7250,5702,3293,2033,7677,8415,1263,8133,9247,2879,7865,456,1301,4783,8761
9032,1721,3962,2696,6707,3429,3942,1815,6027,528,399,2225,6636,5032,3819,3541,4087,2214,3253,2187,6982,4811,3221,3744,2921,6666,6971,1503,430,1136,6846,6503,5904,5523,2087,9476,2965,2088,2713,695,9090,9132,2905,5473,3336,1655,9832,4231,5201,1705
